WKT,nama,deskripsi
"POLYGON ((106.823584 -6.1715467, 106.8235411 -6.1717173, 106.8233909 -6.1719947, 106.8233051 -6.1723147, 106.8231334 -6.1799093, 106.8234338 -6.1802079, 106.823863 -6.1803359, 106.830944 -6.1801013, 106.8310084 -6.1797813, 106.8309226 -6.1794826, 106.8303647 -6.1788853, 106.8305792 -6.1785013, 106.8298711 -6.177776, 106.8298711 -6.1760053, 106.829957 -6.175664, 106.8299784 -6.175024, 106.8299784 -6.174704, 106.8299784 -6.1744267, 106.8298926 -6.1738507, 106.8297853 -6.173488, 106.8292918 -6.1732533, 106.8290128 -6.172976, 106.8291416 -6.1723573, 106.8292489 -6.171952, 106.8289914 -6.1715893, 106.823584 -6.1715467))",Taman Monas,
