WKT,nama,deskripsi
"POLYGON ((106.8246624 -6.3177604, 106.8256924 -6.3112342, 106.8260786 -6.3111062, 106.8265078 -6.3113195, 106.8270227 -6.3088028, 106.8246624 -6.3086322, 106.8244907 -6.3082909, 106.8244049 -6.307907, 106.8245766 -6.3063288, 106.8230316 -6.3064567, 106.8225595 -6.3067127, 106.8206284 -6.3065421, 106.8204996 -6.3059875, 106.8203279 -6.3056463, 106.8196413 -6.3059449, 106.8186113 -6.3057316, 106.8182251 -6.3054757, 106.8176243 -6.305305, 106.816251 -6.3050065, 106.8162081 -6.3055183, 106.8164656 -6.3060302, 106.8170664 -6.3070113, 106.8169376 -6.3076084, 106.8165943 -6.308035, 106.8160793 -6.3081203, 106.8157789 -6.3092294, 106.8159506 -6.3100825, 106.8162939 -6.3105517, 106.8170235 -6.3105517, 106.8177101 -6.3100825, 106.817753 -6.3111488, 106.8175814 -6.3123858, 106.8177101 -6.3134096, 106.8177101 -6.3141347, 106.817753 -6.3148172, 106.8163797 -6.3151584, 106.8163368 -6.3161395, 106.8174097 -6.3161821, 106.8185684 -6.3163101, 106.8190834 -6.316694, 106.8192122 -6.3172059, 106.8207571 -6.3173765, 106.8215296 -6.3175471, 106.8222591 -6.3173338, 106.8230316 -6.3173765, 106.8237183 -6.3172912, 106.8237612 -6.3177177, 106.8246624 -6.3177604))",Ragunan,
